Text,Emotion
This place is giving me chills.!,Fear
I'm absolutely delighted with the results!!,Happy
That was completely out of the blue!!!,Surprised
"What a wonderful day, I feel great!",Happy
"There’s no rush, we can work it out....",Calm
"I understand, and that’s fine with me.!",Calm
I can’t believe this just happened!,Surprised
"My heart is racing, I can’t calm down!!",Fear
I’m not sure I can handle this situation....,Fear
Life feels so empty without them.,Sad
"What a wonderful day, I feel great!!!",Happy
What if everything goes wrong?.,Fear
This situation is driving me crazy!.,Angry
"This is fantastic news, I'm thrilled!!",Happy
This situation is driving me crazy!.,Angry
"This taste is unbearable, I hate it..",Disgust
This is making me so angry!!!,Angry
I can’t stand the sight of this.!,Disgust
I just want to be left alone..,Sad
This is completely revolting!...,Disgust
I'm shocked by this unexpected news!.,Surprised
"That seems fair, I agree.!!",Calm
This party is so much fun!,Happy
I can’t believe this just happened!!,Surprised
I'm absolutely delighted with the results!!,Happy
"That’s so dirty, I can’t touch it....",Disgust
"I’m speechless, I didn’t see that coming!",Surprised
I'm shocked by this unexpected news!!!,Surprised
"This is fantastic news, I'm thrilled!!!",Happy
"Wow, I did not expect that at all!...",Surprised
I’m okay with whatever you decide.,Calm
"I can’t stop smiling, this is amazing!...",Happy
Let’s just focus on finding a solution.!,Calm
I won’t tolerate this behavior anymore!!!,Angry
This is making me so angry!,Angry
"That’s so dirty, I can’t touch it.!",Disgust
This place is giving me chills....,Fear
Why does this always happen to me?.,Sad
This caught me totally off guard!!!,Surprised
"Everything is under control, don’t worry....",Calm
"What a wonderful day, I feel great!",Happy
"That’s so dirty, I can’t touch it.",Disgust
"Stop wasting my time, I’m sick of it!",Angry
I can’t believe how horrible this is....,Disgust
I can’t believe this just happened!!,Surprised
"What a wonderful day, I feel great!...",Happy
What if everything goes wrong?!!,Fear
This is such a sad situation....,Sad
I just want to be left alone.,Sad
I can’t believe this just happened!...,Surprised
"Oh wow, this is unbelievable!!",Surprised
This party is so much fun!!!,Happy
"This taste is unbearable, I hate it.",Disgust
That was completely out of the blue!!,Surprised
"Oh wow, this is unbelievable!!!",Surprised
This party is so much fun!!,Happy
"My heart is racing, I can’t calm down!...",Fear
I feel nauseous just thinking about it.!!,Disgust
"I can’t stop smiling, this is amazing!.",Happy
This caught me totally off guard!!!,Surprised
"Wow, I did not expect that at all!",Surprised
This caught me totally off guard!.,Surprised
Yay! We won the competition!.,Happy
How dare you treat me like this!...,Angry
Something doesn’t feel right about this.!,Fear
Why does everything always go wrong?...,Angry
"This taste is unbearable, I hate it....",Disgust
I won’t tolerate this behavior anymore!!,Angry
That’s absolutely disgusting!.,Disgust
I can’t stand the sight of this..,Disgust
I'm so excited about this new project!.,Happy
"That’s so dirty, I can’t touch it.!",Disgust
Let’s just focus on finding a solution..,Calm
"That’s so dirty, I can’t touch it.",Disgust
Let’s take it one step at a time.!,Calm
I feel like something bad is going to happen....,Fear
"I can't stand this anymore, it's frustrating!!",Angry
"Oh wow, this is unbelievable!...",Surprised
How dare you treat me like this!,Angry
I’m feeling relaxed and at peace.!!,Calm
I'm feeling really down today.!!,Sad
"I can’t stop smiling, this is amazing!...",Happy
I feel nauseous just thinking about it....,Disgust
I love how everything is turning out!!!,Happy
I can’t believe this just happened!,Surprised
I’m okay with whatever you decide..,Calm
I love how everything is turning out!!!,Happy
"My heart is racing, I can’t calm down!!!",Fear
"I understand, and that’s fine with me.!!",Calm
I’ve lost all motivation to keep going..,Sad
I’m okay with whatever you decide.!,Calm
Yay! We won the competition!,Happy
I'm so furious about this injustice!...,Angry
This is such a sad situation.,Sad
I’ve lost all motivation to keep going....,Sad
"What a wonderful day, I feel great!",Happy
"I can’t stop shaking, I’m so nervous!!!",Fear
"Please don’t leave me alone, I’m afraid.!",Fear
"Wow, I did not expect that at all!!!",Surprised
Let’s take it one step at a time.!,Calm
Life feels so empty without them.!!,Sad
"What a wonderful day, I feel great!.",Happy
This caught me totally off guard!.,Surprised
Something doesn’t feel right about this.!,Fear
I feel on top of the world today!...,Happy
"I’m speechless, I didn’t see that coming!...",Surprised
"Everything is under control, don’t worry.!",Calm
I can’t believe this just happened!.,Surprised
"That seems fair, I agree.!!",Calm
"I can’t stop crying, it hurts so much.",Sad
"I’m speechless, I didn’t see that coming!...",Surprised
Everything seems hopeless right now.!!,Sad
I just want to be left alone....,Sad
It doesn’t really bother me either way.!!,Calm
"I understand, and that’s fine with me.!!",Calm
I feel on top of the world today!,Happy
Why would anyone do something so gross?,Disgust
"Wow, I did not expect that at all!",Surprised
Let’s just focus on finding a solution.!!,Calm
"No way, are you serious?.",Surprised
I'm feeling really down today.!!,Sad
"There’s no rush, we can work it out.!!",Calm
I'm so excited about this new project!!,Happy
I love how everything is turning out!!!,Happy
I just want to be left alone.!,Sad
How dare you treat me like this!,Angry
I feel nauseous just thinking about it..,Disgust
"This is fantastic news, I'm thrilled!!!",Happy
I’m really scared right now..,Fear
I'm so furious about this injustice!...,Angry
Let’s just focus on finding a solution.,Calm
I'm feeling really down today....,Sad
Life feels so empty without them..,Sad
I love how everything is turning out!.,Happy
I’m not sure I can handle this situation.!!,Fear
I’m not sure I can handle this situation..,Fear
I’m feeling relaxed and at peace.,Calm
I’m terrified of what might happen..,Fear
I can’t believe this just happened!.,Surprised
Something doesn’t feel right about this....,Fear
What if everything goes wrong?!,Fear
"There’s no rush, we can work it out.",Calm
"Oh wow, this is unbelievable!!!",Surprised
"Please don’t leave me alone, I’m afraid..",Fear
This party is so much fun!,Happy
This party is so much fun!,Happy
"What a wonderful day, I feel great!!",Happy
This is such a sad situation.,Sad
I can’t stand the sight of this.!!,Disgust
"I can't stand this anymore, it's frustrating!",Angry
"Please don’t leave me alone, I’m afraid.!!",Fear
This party is so much fun!!!,Happy
"I can’t stop smiling, this is amazing!!!",Happy
This situation is driving me crazy!.,Angry
"Ugh, this makes me feel sick.!!",Disgust
"There’s no rush, we can work it out.!",Calm
I’m really scared right now.!!,Fear
Why does this always happen to me?,Sad
Yay! We won the competition!,Happy
I'm heartbroken about what happened..,Sad
I’m okay with whatever you decide....,Calm
I just want to be left alone.,Sad
Something doesn’t feel right about this.,Fear
"Stop wasting my time, I’m sick of it!!!",Angry
I can’t believe this just happened!,Surprised
This situation is driving me crazy!!,Angry
I'm so excited about this new project!...,Happy
Everything seems hopeless right now..,Sad
I feel nauseous just thinking about it.!,Disgust
"Ugh, this makes me feel sick.",Disgust
Why would anyone do something so gross?,Disgust
I’m really scared right now.,Fear
I’m really scared right now..,Fear
I can’t believe how horrible this is.,Disgust
I can’t stand the sight of this.!,Disgust
I’ve had enough of this nonsense!,Angry
Everything is going better than I expected!.,Happy
This party is so much fun!!!,Happy
"There’s no rush, we can work it out.!!",Calm
What if everything goes wrong?.,Fear
Something doesn’t feel right about this....,Fear
What if everything goes wrong?.,Fear
This is the worst thing I’ve ever experienced.!,Disgust
"Stop wasting my time, I’m sick of it!!",Angry
"That seems fair, I agree.!!",Calm
We can discuss this calmly and logically.!,Calm
This is making me so angry!!!,Angry
I’m okay with whatever you decide.!!,Calm
I can’t believe this just happened!...,Surprised
"I can't stand this anymore, it's frustrating!...",Angry
"Wow, I did not expect that at all!...",Surprised
"I can't stand this anymore, it's frustrating!!",Angry
"Oh my goodness, what a surprise!.",Surprised
I’m really scared right now.!!,Fear
We can discuss this calmly and logically.,Calm
I love how everything is turning out!...,Happy
What if everything goes wrong?.,Fear
We can discuss this calmly and logically..,Calm
I’m not sure I can handle this situation.!,Fear
I'm so excited about this new project!,Happy
I’m okay with whatever you decide.,Calm
That’s absolutely disgusting!!,Disgust
This is completely revolting!...,Disgust
Something doesn’t feel right about this.,Fear
Something doesn’t feel right about this....,Fear
Life feels so empty without them.,Sad
I'm absolutely delighted with the results!...,Happy
I can’t stand the sight of this....,Disgust
I'm heartbroken about what happened.!,Sad
We can discuss this calmly and logically..,Calm
"That seems fair, I agree.",Calm
I feel on top of the world today!.,Happy
"Ugh, this makes me feel sick..",Disgust
I’m feeling relaxed and at peace.!,Calm
"This taste is unbearable, I hate it..",Disgust
"That’s so dirty, I can’t touch it.!!",Disgust
Everything is going better than I expected!,Happy
"My heart is racing, I can’t calm down!!",Fear
"This taste is unbearable, I hate it....",Disgust
I can’t believe this just happened!...,Surprised
This is completely revolting!,Disgust
Yay! We won the competition!,Happy
I'm so furious about this injustice!,Angry
This situation is driving me crazy!!!,Angry
This is making me so angry!,Angry
"I’m speechless, I didn’t see that coming!!!",Surprised
That was completely out of the blue!.,Surprised
I'm shocked by this unexpected news!...,Surprised
I never imagined it would turn out like this!,Surprised
"That’s so dirty, I can’t touch it..",Disgust
Why does everything always go wrong?...,Angry
Yay! We won the competition!!!,Happy
I never imagined it would turn out like this!.,Surprised
"Ugh, this makes me feel sick....",Disgust
This is such a sad situation.!,Sad
This is such a sad situation..,Sad
How dare you treat me like this!.,Angry
I love how everything is turning out!!,Happy
This party is so much fun!...,Happy
"I’m speechless, I didn’t see that coming!!",Surprised
Something doesn’t feel right about this..,Fear
This is the worst thing I’ve ever experienced.!,Disgust
Something doesn’t feel right about this.!,Fear
I feel so lonely and depressed.!,Sad
This is completely revolting!!,Disgust
I love how everything is turning out!!,Happy
I'm absolutely delighted with the results!!,Happy
I feel like something bad is going to happen....,Fear
"I can’t stop shaking, I’m so nervous!!!",Fear
I'm heartbroken about what happened.,Sad
Life feels so empty without them.,Sad
I’m really scared right now.!!,Fear
This is completely unacceptable!...,Angry
I never imagined it would turn out like this!,Surprised
"I can’t stop crying, it hurts so much....",Sad
I just want to be left alone..,Sad
I just want to be left alone....,Sad
This is completely unacceptable!...,Angry
This situation is driving me crazy!!,Angry
We can discuss this calmly and logically....,Calm
I’m terrified of what might happen.,Fear
"I can't stand this anymore, it's frustrating!.",Angry
I'm feeling really down today.!,Sad
This situation is driving me crazy!.,Angry
Something doesn’t feel right about this.!,Fear
"My heart is racing, I can’t calm down!...",Fear
"What a wonderful day, I feel great!...",Happy
I feel like something bad is going to happen.,Fear
"Oh wow, this is unbelievable!",Surprised
I’m terrified of what might happen.!,Fear
Let’s just focus on finding a solution....,Calm
"Ugh, this makes me feel sick.!!",Disgust
"Ugh, this makes me feel sick.",Disgust
Why does this always happen to me?!,Sad
"Wow, I did not expect that at all!!",Surprised
This is the worst thing I’ve ever experienced....,Disgust
What if everything goes wrong?,Fear
Why does everything always go wrong?,Angry
I can’t believe this just happened!!,Surprised
This situation is driving me crazy!...,Angry
I’m really scared right now.!!,Fear
I’m really scared right now.,Fear
That was completely out of the blue!...,Surprised
I feel so lonely and depressed.,Sad
It doesn’t really bother me either way.,Calm
This is the worst thing I’ve ever experienced....,Disgust
This party is so much fun!!,Happy
"Everything is under control, don’t worry.!!",Calm
I’m really scared right now..,Fear
I feel so lonely and depressed.!!,Sad
I’m not sure I can handle this situation.,Fear
I’m okay with whatever you decide.,Calm
Everything seems hopeless right now..,Sad
Let’s just focus on finding a solution.!,Calm
Something doesn’t feel right about this.!!,Fear
I'm absolutely delighted with the results!,Happy
I can’t stand the sight of this....,Disgust
"I can't stand this anymore, it's frustrating!",Angry
That was completely out of the blue!.,Surprised
I'm heartbroken about what happened.,Sad
I feel like something bad is going to happen....,Fear
Life feels so empty without them....,Sad
"This is fantastic news, I'm thrilled!!!",Happy
I'm so excited about this new project!...,Happy
How dare you treat me like this!,Angry
How dare you treat me like this!.,Angry
"Stop wasting my time, I’m sick of it!.",Angry
We can discuss this calmly and logically.!!,Calm
I’ve had enough of this nonsense!!,Angry
We can discuss this calmly and logically....,Calm
"I can’t stop shaking, I’m so nervous!!",Fear
I'm feeling really down today.!,Sad
I can’t believe this just happened!.,Surprised
Let’s just focus on finding a solution.!!,Calm
"That seems fair, I agree.!",Calm
"This is fantastic news, I'm thrilled!!",Happy
I feel nauseous just thinking about it.!,Disgust
"This taste is unbearable, I hate it..",Disgust
Everything seems hopeless right now..,Sad
This is completely revolting!!!,Disgust
I’m not sure I can handle this situation..,Fear
Everything is going better than I expected!!,Happy
"I’m speechless, I didn’t see that coming!...",Surprised
I feel so lonely and depressed.!!,Sad
This is completely unacceptable!,Angry
I won’t tolerate this behavior anymore!!!,Angry
I'm shocked by this unexpected news!!!,Surprised
Yay! We won the competition!,Happy
Something doesn’t feel right about this.!!,Fear
"That’s so dirty, I can’t touch it..",Disgust
I’ve had enough of this nonsense!,Angry
Something doesn’t feel right about this.,Fear
"Oh wow, this is unbelievable!",Surprised
"There’s no rush, we can work it out....",Calm
"I’m speechless, I didn’t see that coming!...",Surprised
"I’m speechless, I didn’t see that coming!!!",Surprised
"What a wonderful day, I feel great!!!",Happy
I’m terrified of what might happen..,Fear
I feel nauseous just thinking about it.!!,Disgust
I won’t tolerate this behavior anymore!,Angry
"I can’t stop shaking, I’m so nervous!!!",Fear
"Oh wow, this is unbelievable!!",Surprised
"Oh wow, this is unbelievable!",Surprised
This is the worst thing I’ve ever experienced....,Disgust
How dare you treat me like this!...,Angry
"Stop wasting my time, I’m sick of it!...",Angry
I'm feeling really down today.,Sad
I’m terrified of what might happen.!!,Fear
That was completely out of the blue!,Surprised
This is the worst thing I’ve ever experienced.,Disgust
This is completely unacceptable!...,Angry
"Ugh, this makes me feel sick.",Disgust
"Stop wasting my time, I’m sick of it!!!",Angry
"This taste is unbearable, I hate it....",Disgust
I feel nauseous just thinking about it....,Disgust
How dare you treat me like this!...,Angry
I’m feeling relaxed and at peace.!!,Calm
"That seems fair, I agree....",Calm
This party is so much fun!!,Happy
"Stop wasting my time, I’m sick of it!!",Angry
I can’t believe this just happened!.,Surprised
"This is fantastic news, I'm thrilled!",Happy
"I can't stand this anymore, it's frustrating!!!",Angry
I’m feeling relaxed and at peace....,Calm
"I can’t stop crying, it hurts so much.!",Sad
I’ve had enough of this nonsense!,Angry
"Oh wow, this is unbelievable!",Surprised
I'm feeling really down today..,Sad
I'm so furious about this injustice!!!,Angry
Life feels so empty without them....,Sad
Yay! We won the competition!.,Happy
Why does everything always go wrong?!,Angry
Something doesn’t feel right about this.,Fear
I can’t believe how horrible this is.!,Disgust
"Stop wasting my time, I’m sick of it!.",Angry
"I can’t stop smiling, this is amazing!...",Happy
This is such a sad situation.!,Sad
"I can’t stop crying, it hurts so much.!!",Sad
"That seems fair, I agree.",Calm
"No way, are you serious?...",Surprised
I feel on top of the world today!.,Happy
That was completely out of the blue!!,Surprised
This caught me totally off guard!...,Surprised
"Stop wasting my time, I’m sick of it!!!",Angry
How dare you treat me like this!,Angry
I’ve lost all motivation to keep going....,Sad
I feel on top of the world today!,Happy
I’m terrified of what might happen.!,Fear
I feel nauseous just thinking about it.!!,Disgust
I'm heartbroken about what happened....,Sad
This is such a sad situation.!,Sad
Why does everything always go wrong?!!,Angry
This is the worst thing I’ve ever experienced..,Disgust
How dare you treat me like this!...,Angry
Why would anyone do something so gross?.,Disgust
"I can’t stop crying, it hurts so much....",Sad
I feel so lonely and depressed....,Sad
We can discuss this calmly and logically....,Calm
Let’s take it one step at a time.!,Calm
I can’t believe this just happened!.,Surprised
This party is so much fun!...,Happy
I'm so excited about this new project!,Happy
That was completely out of the blue!,Surprised
I can’t believe this just happened!...,Surprised
Why would anyone do something so gross?,Disgust
I feel on top of the world today!...,Happy
"This is fantastic news, I'm thrilled!",Happy
"This is fantastic news, I'm thrilled!.",Happy
This party is so much fun!...,Happy
It doesn’t really bother me either way.,Calm
I’m terrified of what might happen....,Fear
I'm heartbroken about what happened....,Sad
I'm heartbroken about what happened..,Sad
I’m terrified of what might happen.,Fear
This caught me totally off guard!...,Surprised
Yay! We won the competition!.,Happy
This caught me totally off guard!,Surprised
I feel on top of the world today!!!,Happy
"I can’t stop crying, it hurts so much.",Sad
I just want to be left alone.!!,Sad
This party is so much fun!!,Happy
This is completely revolting!!!,Disgust
"Please don’t leave me alone, I’m afraid.!",Fear
Everything seems hopeless right now.!,Sad
I can’t believe this just happened!...,Surprised
I'm shocked by this unexpected news!!!,Surprised
We can discuss this calmly and logically.!!,Calm
Yay! We won the competition!,Happy
I can’t stand the sight of this.!!,Disgust
Everything is going better than I expected!!,Happy
"Oh my goodness, what a surprise!.",Surprised
What if everything goes wrong?...,Fear
This is the worst thing I’ve ever experienced....,Disgust
Yay! We won the competition!...,Happy
I’ve lost all motivation to keep going.!!,Sad
I won’t tolerate this behavior anymore!!,Angry
Life feels so empty without them.!!,Sad
This is making me so angry!,Angry
That’s absolutely disgusting!.,Disgust
This is the worst thing I’ve ever experienced....,Disgust
Everything is going better than I expected!...,Happy
Why would anyone do something so gross?.,Disgust
This is completely revolting!.,Disgust
This place is giving me chills.!!,Fear
That was completely out of the blue!!,Surprised
I feel nauseous just thinking about it.!!,Disgust
I can’t stand the sight of this.!,Disgust
This place is giving me chills.,Fear
We can discuss this calmly and logically....,Calm
This is such a sad situation..,Sad
"This taste is unbearable, I hate it.!",Disgust
This is making me so angry!!,Angry
I feel nauseous just thinking about it..,Disgust
"Oh my goodness, what a surprise!",Surprised
I'm feeling really down today....,Sad
How dare you treat me like this!!!,Angry
I'm absolutely delighted with the results!.,Happy
I feel like something bad is going to happen..,Fear
I'm feeling really down today.!!,Sad
Why does this always happen to me?...,Sad
I love how everything is turning out!.,Happy
Yay! We won the competition!...,Happy
"This taste is unbearable, I hate it.",Disgust
I'm heartbroken about what happened.,Sad
"I can't stand this anymore, it's frustrating!!",Angry
"Oh wow, this is unbelievable!",Surprised
This is making me so angry!,Angry
I’m really scared right now.!!,Fear
It doesn’t really bother me either way.!!,Calm
This caught me totally off guard!.,Surprised
"This taste is unbearable, I hate it.",Disgust
I'm so furious about this injustice!,Angry
How dare you treat me like this!.,Angry
We can discuss this calmly and logically....,Calm
"That seems fair, I agree..",Calm
"I understand, and that’s fine with me.!",Calm
Everything is going better than I expected!!!,Happy
I’m really scared right now.!!,Fear
We can discuss this calmly and logically.!,Calm
I’ve had enough of this nonsense!!!,Angry
I can’t believe how horrible this is.!!,Disgust
I love how everything is turning out!...,Happy
Everything is going better than I expected!...,Happy
"Wow, I did not expect that at all!",Surprised
"Please don’t leave me alone, I’m afraid.!",Fear
"Everything is under control, don’t worry.!",Calm
I just want to be left alone....,Sad
This party is so much fun!,Happy
This is the worst thing I’ve ever experienced.!,Disgust
I feel so lonely and depressed..,Sad
This caught me totally off guard!...,Surprised
I’m not sure I can handle this situation....,Fear
I can’t believe how horrible this is....,Disgust
I'm feeling really down today.,Sad
"That’s so dirty, I can’t touch it.!!",Disgust
How dare you treat me like this!!,Angry
This caught me totally off guard!...,Surprised
"That’s so dirty, I can’t touch it....",Disgust
"That seems fair, I agree.",Calm
"I understand, and that’s fine with me.!",Calm
I just want to be left alone.!!,Sad
I'm so excited about this new project!.,Happy
"Everything is under control, don’t worry....",Calm
Why would anyone do something so gross?.,Disgust
Something doesn’t feel right about this.!!,Fear
"Everything is under control, don’t worry..",Calm
Let’s just focus on finding a solution.!!,Calm
"I understand, and that’s fine with me.",Calm
I'm absolutely delighted with the results!...,Happy
That’s absolutely disgusting!.,Disgust
Everything seems hopeless right now.!,Sad
"This is fantastic news, I'm thrilled!",Happy
"Everything is under control, don’t worry.!",Calm
I feel nauseous just thinking about it.!,Disgust
Everything is going better than I expected!.,Happy
I'm so furious about this injustice!.,Angry
I’m terrified of what might happen....,Fear
This is completely revolting!.,Disgust
"Please don’t leave me alone, I’m afraid.!!",Fear
"This taste is unbearable, I hate it.!",Disgust
"I can’t stop crying, it hurts so much..",Sad
I'm absolutely delighted with the results!,Happy
That’s absolutely disgusting!!,Disgust
This is the worst thing I’ve ever experienced.,Disgust
"I’m speechless, I didn’t see that coming!...",Surprised
"Please don’t leave me alone, I’m afraid....",Fear
I feel like something bad is going to happen.,Fear
Everything seems hopeless right now....,Sad
This party is so much fun!,Happy
Why does this always happen to me?.,Sad
"That seems fair, I agree.",Calm
I love how everything is turning out!...,Happy
I'm shocked by this unexpected news!.,Surprised
I’ve lost all motivation to keep going.!,Sad
I’m terrified of what might happen.!,Fear
That was completely out of the blue!!!,Surprised
This situation is driving me crazy!...,Angry
"Oh wow, this is unbelievable!!",Surprised
Why does everything always go wrong?.,Angry
This caught me totally off guard!!!,Surprised
I can’t believe this just happened!.,Surprised
I won’t tolerate this behavior anymore!.,Angry
Life feels so empty without them..,Sad
This is the worst thing I’ve ever experienced.!!,Disgust
I'm feeling really down today.,Sad
"Wow, I did not expect that at all!!",Surprised
I love how everything is turning out!!,Happy
Let’s take it one step at a time..,Calm
"My heart is racing, I can’t calm down!...",Fear
"Oh my goodness, what a surprise!...",Surprised
"I understand, and that’s fine with me..",Calm
"This is fantastic news, I'm thrilled!",Happy
"Wow, I did not expect that at all!",Surprised
That was completely out of the blue!...,Surprised
That’s absolutely disgusting!!!,Disgust
That was completely out of the blue!.,Surprised
This is completely revolting!,Disgust
I just want to be left alone.!!,Sad
I'm heartbroken about what happened..,Sad
This party is so much fun!...,Happy
We can discuss this calmly and logically....,Calm
"That’s so dirty, I can’t touch it.",Disgust
This is making me so angry!,Angry
I’m terrified of what might happen.,Fear
How dare you treat me like this!!!,Angry
Let’s just focus on finding a solution.!!,Calm
We can discuss this calmly and logically....,Calm
I’ve had enough of this nonsense!!!,Angry
"Oh my goodness, what a surprise!...",Surprised
"That seems fair, I agree....",Calm
"I understand, and that’s fine with me..",Calm
I’ve had enough of this nonsense!!,Angry
"There’s no rush, we can work it out.",Calm
"This taste is unbearable, I hate it..",Disgust
This is the worst thing I’ve ever experienced..,Disgust
Everything seems hopeless right now..,Sad
What if everything goes wrong?...,Fear
I’m feeling relaxed and at peace.!!,Calm
I can’t believe this just happened!.,Surprised
"I can't stand this anymore, it's frustrating!!!",Angry
"This is fantastic news, I'm thrilled!.",Happy
Why would anyone do something so gross?!,Disgust
This place is giving me chills.!,Fear
Everything is going better than I expected!.,Happy
Why does everything always go wrong?!,Angry
"That’s so dirty, I can’t touch it..",Disgust
Everything seems hopeless right now....,Sad
This is completely revolting!!!,Disgust
I’ve had enough of this nonsense!!!,Angry
I won’t tolerate this behavior anymore!!,Angry
This is completely unacceptable!!!,Angry
Why does everything always go wrong?.,Angry
I feel like something bad is going to happen..,Fear
Why does everything always go wrong?,Angry
Why does this always happen to me?.,Sad
Everything is going better than I expected!!!,Happy
Everything is going better than I expected!...,Happy
Life feels so empty without them....,Sad
I can’t believe how horrible this is....,Disgust
I feel on top of the world today!...,Happy
"That’s so dirty, I can’t touch it.",Disgust
This caught me totally off guard!...,Surprised
Everything seems hopeless right now.!!,Sad
I can’t stand the sight of this....,Disgust
What if everything goes wrong?!!,Fear
"I understand, and that’s fine with me.!",Calm
I'm feeling really down today..,Sad
What if everything goes wrong?,Fear
This is completely revolting!!!,Disgust
I'm absolutely delighted with the results!!!,Happy
I’m really scared right now.,Fear
Let’s take it one step at a time..,Calm
This caught me totally off guard!...,Surprised
It doesn’t really bother me either way.,Calm
I’m not sure I can handle this situation.,Fear
This is the worst thing I’ve ever experienced.!!,Disgust
I’m not sure I can handle this situation.!,Fear
That’s absolutely disgusting!.,Disgust
"What a wonderful day, I feel great!",Happy
Let’s take it one step at a time.,Calm
This is making me so angry!.,Angry
I'm absolutely delighted with the results!...,Happy
"That seems fair, I agree....",Calm
I love how everything is turning out!!,Happy
"What a wonderful day, I feel great!.",Happy
I’m terrified of what might happen.!,Fear
"I’m speechless, I didn’t see that coming!",Surprised
This is completely revolting!...,Disgust
Everything is going better than I expected!!!,Happy
I just want to be left alone....,Sad
This situation is driving me crazy!!!,Angry
I’ve lost all motivation to keep going.!,Sad
I feel so lonely and depressed..,Sad
That’s absolutely disgusting!!!,Disgust
"That seems fair, I agree..",Calm
"Stop wasting my time, I’m sick of it!!!",Angry
"I understand, and that’s fine with me....",Calm
"Wow, I did not expect that at all!",Surprised
This place is giving me chills.,Fear
"There’s no rush, we can work it out.!!",Calm
This is completely revolting!!!,Disgust
Why does this always happen to me?,Sad
I’m okay with whatever you decide..,Calm
I feel nauseous just thinking about it..,Disgust
"That’s so dirty, I can’t touch it.",Disgust
I just want to be left alone..,Sad
Yay! We won the competition!!,Happy
"This is fantastic news, I'm thrilled!",Happy
I'm shocked by this unexpected news!...,Surprised
I can’t believe how horrible this is.!,Disgust
I love how everything is turning out!!!,Happy
I can’t believe this just happened!!!,Surprised
I can’t stand the sight of this.!,Disgust
I’m okay with whatever you decide.!!,Calm
"I’m speechless, I didn’t see that coming!!",Surprised
Everything is going better than I expected!,Happy
I never imagined it would turn out like this!!!,Surprised
"That seems fair, I agree.!",Calm
This is making me so angry!...,Angry
This is such a sad situation.,Sad
I never imagined it would turn out like this!!,Surprised
"Oh my goodness, what a surprise!.",Surprised
I'm heartbroken about what happened.!!,Sad
This is the worst thing I’ve ever experienced....,Disgust
"Stop wasting my time, I’m sick of it!!!",Angry
I’m feeling relaxed and at peace.!!,Calm
How dare you treat me like this!!!,Angry
"I can’t stop crying, it hurts so much.",Sad
This is making me so angry!,Angry
I can’t believe how horrible this is.,Disgust
I'm feeling really down today.!,Sad
"I understand, and that’s fine with me..",Calm
I feel on top of the world today!...,Happy
I'm so furious about this injustice!...,Angry
Let’s just focus on finding a solution..,Calm
I can’t believe this just happened!...,Surprised
I can’t believe this just happened!,Surprised
Yay! We won the competition!...,Happy
Life feels so empty without them....,Sad
"Please don’t leave me alone, I’m afraid....",Fear
"Stop wasting my time, I’m sick of it!!!",Angry
"There’s no rush, we can work it out....",Calm
This party is so much fun!...,Happy
"I can’t stop smiling, this is amazing!!!",Happy
I’ve had enough of this nonsense!...,Angry
I’m really scared right now.!,Fear
I can’t believe this just happened!...,Surprised
This is such a sad situation..,Sad
I feel like something bad is going to happen..,Fear
"Wow, I did not expect that at all!.",Surprised
How dare you treat me like this!.,Angry
I’m okay with whatever you decide....,Calm
"This is fantastic news, I'm thrilled!",Happy
It doesn’t really bother me either way.!!,Calm
I'm heartbroken about what happened..,Sad
I'm shocked by this unexpected news!...,Surprised
I can’t believe this just happened!!,Surprised
"I can’t stop smiling, this is amazing!!",Happy
"No way, are you serious?.",Surprised
I’m feeling relaxed and at peace..,Calm
"I can’t stop shaking, I’m so nervous!",Fear
I’m really scared right now....,Fear
I'm feeling really down today..,Sad
"Oh wow, this is unbelievable!.",Surprised
Let’s take it one step at a time.!!,Calm
I’m not sure I can handle this situation.!,Fear
"Oh my goodness, what a surprise!!!",Surprised
Why does this always happen to me?!,Sad
Something doesn’t feel right about this....,Fear
Everything seems hopeless right now.!!,Sad
"What a wonderful day, I feel great!",Happy
I feel on top of the world today!!,Happy
I’m okay with whatever you decide.!!,Calm
That was completely out of the blue!.,Surprised
That’s absolutely disgusting!.,Disgust
I'm so furious about this injustice!...,Angry
Why does this always happen to me?!!,Sad
"I understand, and that’s fine with me....",Calm
I feel nauseous just thinking about it.!,Disgust
Everything is going better than I expected!!!,Happy
How dare you treat me like this!!!,Angry
"Oh wow, this is unbelievable!...",Surprised
"That seems fair, I agree....",Calm
"I can’t stop smiling, this is amazing!!",Happy
"Everything is under control, don’t worry.",Calm
This is making me so angry!!,Angry
"What a wonderful day, I feel great!.",Happy
Yay! We won the competition!!!,Happy
"I can’t stop crying, it hurts so much..",Sad
Why does this always happen to me?.,Sad
"I understand, and that’s fine with me..",Calm
This is completely unacceptable!...,Angry
Why would anyone do something so gross?,Disgust
This is the worst thing I’ve ever experienced.!,Disgust
This party is so much fun!,Happy
Let’s take it one step at a time..,Calm
"I can’t stop smiling, this is amazing!...",Happy
This situation is driving me crazy!.,Angry
"Wow, I did not expect that at all!...",Surprised
I’m really scared right now..,Fear
Let’s just focus on finding a solution.!!,Calm
That’s absolutely disgusting!!,Disgust
I'm shocked by this unexpected news!...,Surprised
"I’m speechless, I didn’t see that coming!!",Surprised
I feel nauseous just thinking about it.,Disgust
I'm absolutely delighted with the results!!!,Happy
I’m okay with whatever you decide.!,Calm
