Emotion,Sentence
Disgust,I look disgusted by food
Disgust,They seem grossed again
Disgust,He look nauseated right now
Disgust,She look sickened again
Disgust,They am grossed today
Disgust,She seem disgusted again
Disgust,He feel sickened today
Disgust,They feel sickened today
Disgust,She feel sickened by food
Disgust,They look nauseated by food
Disgust,He look grossed by food
Disgust,I look repulsed today
Disgust,She am repulsed again
Disgust,She seem grossed today
Disgust,I seem grossed this morning
Disgust,He feel grossed today
Disgust,She seem nauseated this morning
Disgust,He feel nauseated again
Disgust,They feel disgusted again
Disgust,They seem grossed by food
Disgust,I feel disgusted right now
Disgust,She seem repulsed this morning
Disgust,She am nauseated again
Disgust,They feel grossed today
Disgust,She look sickened right now
Disgust,He am nauseated this morning
Disgust,He feel grossed this morning
Disgust,He look sickened right now
Disgust,I am nauseated again
Disgust,They am grossed by food
Disgust,He seem sickened today
Disgust,They am nauseated by food
Disgust,He seem disgusted this morning
Disgust,I seem nauseated today
Disgust,They seem grossed this morning
Disgust,She seem nauseated today
Disgust,I am nauseated again
Disgust,They am sickened by food
Disgust,They feel grossed right now
Disgust,He am sickened again
Disgust,I look repulsed by food
Disgust,He seem nauseated today
Disgust,He am repulsed this morning
Disgust,She am grossed today
Disgust,He seem disgusted today
Disgust,He seem grossed this morning
Disgust,He feel nauseated again
Disgust,I seem disgusted this morning
Disgust,She am disgusted right now
Disgust,I am grossed right now
Disgust,I look repulsed this morning
Disgust,She look disgusted this morning
Disgust,He am repulsed right now
Disgust,She feel nauseated this morning
Disgust,He look grossed right now
Disgust,He seem grossed by food
Disgust,She feel repulsed right now
Disgust,I am grossed again
Disgust,She am sickened today
Disgust,I seem grossed again
Disgust,She am disgusted today
Disgust,She am repulsed this morning
Disgust,I feel sickened right now
Disgust,He am grossed by food
Disgust,She look sickened this morning
Disgust,I am repulsed this morning
Disgust,She am nauseated by food
Disgust,She feel nauseated right now
Disgust,I feel sickened again
Disgust,She am nauseated this morning
Disgust,I feel grossed right now
Disgust,She look disgusted right now
Disgust,They look repulsed today
Disgust,I seem sickened again
Disgust,They seem grossed by food
Disgust,She am disgusted this morning
Disgust,I feel nauseated again
Disgust,I seem sickened right now
Disgust,She feel nauseated again
Disgust,She seem disgusted again
Disgust,He look disgusted right now
Disgust,I seem grossed again
Disgust,He feel repulsed again
Disgust,I am grossed by food
Disgust,I am sickened today
Disgust,She look sickened today
Disgust,He seem grossed this morning
Disgust,I look sickened by food
Disgust,She look sickened by food
Disgust,I feel nauseated this morning
Disgust,He feel disgusted right now
Disgust,They feel grossed again
Disgust,He feel repulsed this morning
Disgust,He look sickened again
Disgust,He look grossed by food
Disgust,They look nauseated again
Disgust,She feel grossed this morning
Disgust,They am repulsed this morning
Disgust,He feel nauseated this morning
Disgust,He feel grossed this morning
Disgust,She am disgusted today
Disgust,She feel sickened right now
Disgust,He feel repulsed today
Disgust,I seem sickened right now
Disgust,He seem grossed today
Disgust,They seem repulsed by food
Disgust,She am sickened right now
Disgust,I seem grossed today
Disgust,I seem grossed by food
Disgust,He look grossed again
Disgust,I feel sickened right now
Disgust,He feel nauseated again
Disgust,He seem sickened again
Disgust,He feel disgusted again
Disgust,I feel nauseated again
Disgust,She look nauseated right now
Disgust,They feel nauseated this morning
Disgust,She feel grossed this morning
Disgust,She look nauseated today
Disgust,She look disgusted today
Disgust,She am repulsed by food
Disgust,They seem repulsed right now
Disgust,They am nauseated right now
Disgust,He am disgusted today
Disgust,She look disgusted again
Disgust,He am sickened this morning
Disgust,He look grossed again
Disgust,I look grossed today
Disgust,I feel sickened today
Disgust,They feel disgusted this morning
Disgust,I am grossed right now
Disgust,They feel repulsed this morning
Disgust,She seem repulsed this morning
Disgust,He look disgusted right now
Disgust,They feel grossed right now
Disgust,They am grossed today
Disgust,She feel sickened again
Disgust,They look nauseated again
Disgust,They am repulsed by food
Disgust,She am disgusted by food
Disgust,He am repulsed by food
Disgust,They look nauseated by food
Disgust,He am grossed again
Disgust,She look nauseated by food
Disgust,She feel disgusted this morning
Disgust,They look nauseated by food
Disgust,She am grossed right now
Disgust,They look disgusted again
Disgust,She look repulsed by food
Disgust,I am repulsed right now
Disgust,He seem sickened by food
Disgust,He seem disgusted right now
Disgust,She seem repulsed again
Disgust,I feel repulsed today
Disgust,She feel sickened again
Disgust,He am repulsed again
Disgust,He look repulsed this morning
Disgust,I seem repulsed right now
Disgust,He look nauseated right now
Disgust,They feel disgusted right now
Disgust,I am repulsed right now
Disgust,He feel disgusted right now
Disgust,She am nauseated this morning
Disgust,He seem sickened right now
Disgust,They seem nauseated today
Disgust,I look grossed again
Disgust,They seem grossed again
Disgust,He look sickened today
Disgust,I feel sickened again
Disgust,I seem sickened today
Disgust,I seem sickened again
Disgust,They look nauseated today
Disgust,They look disgusted right now
Disgust,He feel repulsed this morning
Disgust,She am grossed again
Disgust,They look sickened this morning
Disgust,She am repulsed this morning
Disgust,She feel disgusted again
Disgust,He seem repulsed again
Disgust,They am repulsed today
Disgust,I am repulsed today
Disgust,She look sickened right now
Disgust,I seem sickened right now
Disgust,I look nauseated right now
Disgust,I feel repulsed again
Disgust,He am sickened right now
Disgust,I seem repulsed again
Disgust,They feel nauseated by food
Disgust,They feel disgusted today
Disgust,They am disgusted today
Disgust,I feel disgusted this morning
Disgust,He look repulsed again
Disgust,I seem disgusted by food
Disgust,He feel sickened today
Disgust,She look sickened this morning
Disgust,I seem grossed right now
Disgust,I look repulsed by food
Disgust,She feel nauseated right now
Disgust,He am grossed again
Disgust,I look nauseated again
Disgust,I am sickened again
Disgust,She seem grossed again
Disgust,He look nauseated right now
Disgust,He look grossed right now
Disgust,They feel grossed this morning
Disgust,She look sickened right now
Disgust,She look repulsed today
Disgust,She am nauseated this morning
Disgust,They seem grossed right now
Disgust,I look sickened this morning
Disgust,I feel sickened today
Disgust,I look nauseated by food
Disgust,She am sickened today
Disgust,He seem sickened again
Disgust,He feel grossed today
Disgust,He feel disgusted today
Disgust,He seem grossed this morning
Disgust,He am repulsed this morning
Disgust,She seem sickened today
Disgust,They am disgusted right now
Disgust,They seem nauseated today
Disgust,She seem nauseated today
Disgust,She seem disgusted today
Disgust,They feel grossed this morning
Disgust,They look repulsed this morning
Disgust,I look grossed this morning
Disgust,I feel grossed by food
Disgust,She seem repulsed today
Disgust,They am grossed again
Disgust,She am nauseated by food
Disgust,He seem sickened by food
Disgust,She seem repulsed this morning
Disgust,She look grossed this morning
Disgust,I am sickened today
Disgust,She look disgusted this morning
Disgust,I am sickened this morning
Disgust,She look repulsed today
Disgust,They look grossed this morning
Disgust,She am nauseated today
Disgust,She feel repulsed today
Disgust,She am repulsed today
Disgust,I seem nauseated this morning
Disgust,He feel repulsed again
Disgust,He feel grossed this morning
Disgust,She am sickened by food
Disgust,They feel sickened again
Disgust,He feel sickened by food
Disgust,He seem repulsed this morning
Disgust,He am disgusted by food
Disgust,I seem sickened this morning
Disgust,She seem nauseated this morning
Disgust,He feel grossed this morning
Disgust,He look disgusted today
Disgust,I seem disgusted this morning
Disgust,He feel grossed right now
Disgust,He seem nauseated today
Disgust,He look nauseated today
Disgust,I feel sickened today
Disgust,He feel disgusted this morning
Disgust,He am nauseated today
Disgust,She seem sickened this morning
Disgust,She feel sickened today
Disgust,I am grossed this morning
Disgust,He feel sickened by food
Disgust,He look disgusted this morning
Disgust,She look grossed by food
Disgust,He seem repulsed today
Disgust,I look repulsed right now
Disgust,She am sickened by food
Disgust,They am grossed by food
Disgust,She feel grossed right now
Disgust,She am disgusted right now
Disgust,She look grossed today
Disgust,She feel disgusted right now
Disgust,They feel disgusted again
Disgust,He seem disgusted by food
Disgust,They seem grossed right now
Disgust,I look disgusted again
Disgust,I feel disgusted again
Disgust,They am grossed again
Disgust,He seem grossed today
Disgust,He seem grossed by food
Disgust,They feel grossed right now
Disgust,He feel sickened right now
Disgust,She seem repulsed by food
Disgust,He am disgusted this morning
Disgust,They look sickened again
Disgust,They feel grossed today
Disgust,He seem disgusted by food
Disgust,She feel sickened right now
Disgust,She am disgusted by food
Disgust,He seem repulsed again
Disgust,She look repulsed today
Disgust,I seem nauseated this morning
Disgust,I am grossed by food
Disgust,She feel grossed this morning
Disgust,I am grossed this morning
Disgust,She look nauseated right now
Disgust,He seem nauseated today
Disgust,I seem disgusted right now
Disgust,They look repulsed again
Disgust,He feel disgusted today
Disgust,I feel disgusted by food
Disgust,He feel repulsed today
Disgust,He seem disgusted again
Disgust,They feel nauseated this morning
Disgust,He seem sickened by food
Disgust,They seem sickened today
Disgust,They feel sickened today
Disgust,She feel sickened right now
Disgust,He am disgusted by food
Disgust,She look sickened by food
Disgust,He feel disgusted this morning
Disgust,He look disgusted this morning
Disgust,I seem nauseated by food
Disgust,She am disgusted today
Disgust,He look grossed today
Disgust,I feel repulsed this morning
Disgust,He feel grossed this morning
Disgust,She feel repulsed today
Disgust,They feel nauseated by food
Disgust,I am sickened this morning
Disgust,She look disgusted today
Disgust,I look disgusted this morning
Disgust,He seem sickened today
Disgust,He look disgusted today
Disgust,I look sickened by food
Disgust,She seem disgusted by food
Disgust,She am grossed right now
Disgust,I feel grossed this morning
Disgust,They feel sickened again
Disgust,She feel nauseated by food
Disgust,They look disgusted today
Disgust,He look sickened by food
Disgust,She am nauseated by food
Disgust,They am sickened by food
Disgust,I seem disgusted today
Disgust,He seem repulsed by food
Disgust,They feel disgusted today
Disgust,She feel nauseated right now
Disgust,I seem grossed again
Disgust,I feel sickened this morning
Disgust,They seem disgusted by food
Disgust,She feel sickened today
Disgust,She am nauseated this morning
Disgust,He look repulsed right now
Disgust,He seem sickened this morning
Disgust,She look grossed again
Disgust,I feel nauseated again
Disgust,He look nauseated by food
Disgust,She feel repulsed right now
Disgust,He look grossed this morning
Disgust,She am repulsed again
Disgust,She look disgusted this morning
Disgust,She look disgusted by food
Disgust,They look repulsed this morning
Disgust,She feel nauseated this morning
Disgust,They feel nauseated right now
Disgust,I look grossed again
Disgust,They look disgusted this morning
Disgust,He feel repulsed again
Disgust,She seem repulsed by food
Disgust,I seem repulsed by food
Disgust,I look disgusted right now
Disgust,He feel sickened today
Disgust,He am grossed this morning
Disgust,He feel repulsed this morning
Disgust,I seem nauseated this morning
Disgust,She seem grossed by food
Disgust,She seem grossed today
Disgust,They am repulsed again
Disgust,I look disgusted this morning
Disgust,He look sickened by food
Disgust,I am grossed this morning
Disgust,They look disgusted today
Disgust,I feel sickened today
Disgust,They feel disgusted again
Disgust,I seem disgusted again
Disgust,He seem sickened again
Disgust,They seem disgusted today
Disgust,He look grossed by food
Disgust,They seem grossed today
Disgust,They seem disgusted today
Disgust,He am disgusted again
Disgust,She feel grossed by food
Disgust,He am sickened by food
Disgust,They seem nauseated this morning
Disgust,I seem grossed today
Disgust,She feel nauseated right now
Disgust,They look disgusted by food
Disgust,I seem disgusted today
Disgust,They seem grossed again
Disgust,He look nauseated by food
Disgust,He look disgusted this morning
Disgust,She look nauseated today
Disgust,She seem nauseated again
Disgust,They seem sickened again
Disgust,They look sickened this morning
Disgust,They look sickened this morning
Disgust,She look sickened right now
Disgust,She seem grossed today
Disgust,I look sickened today
Disgust,He look sickened by food
Disgust,She am disgusted again
Disgust,I seem repulsed this morning
Disgust,I seem disgusted this morning
Disgust,He am nauseated by food
Disgust,She seem disgusted again
Disgust,I feel grossed by food
Disgust,She seem disgusted again
Disgust,They seem grossed again
Disgust,I feel repulsed again
Disgust,They seem repulsed by food
Disgust,I seem disgusted again
Disgust,They look grossed again
Disgust,They am nauseated today
Disgust,He seem grossed by food
Disgust,He feel sickened again
Disgust,He feel grossed right now
Disgust,She am sickened today
Disgust,I am sickened by food
Disgust,He am repulsed again
Disgust,She feel repulsed by food
Disgust,They look grossed this morning
Disgust,He seem repulsed again
Disgust,She feel grossed by food
Disgust,He feel repulsed by food
Disgust,She seem disgusted by food
Disgust,She am grossed right now
Disgust,I feel grossed this morning
Disgust,They look disgusted this morning
Disgust,He seem grossed this morning
Disgust,They feel sickened right now
Disgust,She look disgusted again
Disgust,They am repulsed by food
Disgust,She look sickened again
Disgust,She seem sickened this morning
Disgust,I look disgusted right now
Disgust,She seem repulsed again
Disgust,He am sickened this morning
Disgust,She seem disgusted this morning
Disgust,She feel repulsed by food
Disgust,He look disgusted today
Disgust,They feel grossed this morning
Disgust,I am repulsed this morning
Disgust,I feel nauseated this morning
Disgust,They seem disgusted by food
Disgust,She look grossed this morning
Disgust,She look nauseated right now
Disgust,He am grossed right now
Disgust,They am nauseated again
Disgust,I look grossed again
Disgust,They seem nauseated again
Disgust,They seem repulsed again
Disgust,He look nauseated again
Disgust,He am sickened today
Disgust,I feel disgusted right now
Disgust,They look disgusted right now
Disgust,I feel nauseated by food
Disgust,They seem grossed today
Disgust,I look repulsed by food
Disgust,He am nauseated again
Disgust,He feel nauseated by food
Disgust,They feel grossed again
Disgust,I look repulsed today
Disgust,I feel grossed by food
Disgust,She seem nauseated again
Disgust,They look repulsed again
Disgust,She seem grossed again
Disgust,She feel nauseated this morning
Disgust,They am repulsed this morning
Disgust,She seem repulsed by food
Disgust,They seem grossed by food
Disgust,She am nauseated this morning
Disgust,I seem nauseated again
Disgust,He am grossed today
Disgust,He seem sickened again
Disgust,I feel disgusted by food
Disgust,I seem grossed again
Disgust,She seem disgusted again
Disgust,I am repulsed right now
Disgust,I look grossed today
Disgust,He am disgusted this morning
Disgust,He seem grossed right now
Disgust,I am grossed right now
Disgust,She am sickened right now
Disgust,She seem sickened today
Disgust,She feel disgusted right now
Disgust,She seem repulsed right now
Disgust,He am nauseated right now
Disgust,I feel nauseated by food
Disgust,I look grossed today
Disgust,She am grossed by food
Disgust,They look nauseated by food
Disgust,He seem repulsed right now
Disgust,He feel grossed this morning
Disgust,He am disgusted this morning
Disgust,They look nauseated again
Disgust,She look repulsed right now
Disgust,She look sickened this morning
Disgust,They seem grossed right now
Disgust,I feel repulsed again
Disgust,I seem grossed this morning
Disgust,I feel sickened again
Disgust,They feel repulsed this morning
Disgust,I am nauseated today
Disgust,They am nauseated today
Disgust,She feel sickened this morning
Disgust,She look disgusted this morning
Disgust,I am disgusted right now
Disgust,I look repulsed today
Disgust,She am nauseated today
Disgust,He am nauseated again
Disgust,I feel grossed today
Disgust,They seem repulsed this morning
Disgust,He seem disgusted by food
Disgust,He seem disgusted again
Disgust,They seem disgusted this morning
Disgust,They feel repulsed again
Disgust,They seem nauseated this morning
Disgust,He am nauseated right now
Disgust,He look repulsed today
Disgust,He look sickened today
Disgust,She seem sickened again
Disgust,They seem grossed today
Disgust,I am grossed again
Disgust,I seem sickened by food
Disgust,They look disgusted this morning
Disgust,He look grossed today
Disgust,I feel disgusted today
Disgust,I am nauseated again
Disgust,She seem sickened again
Disgust,They seem nauseated by food
Disgust,They look disgusted again
Disgust,They seem nauseated this morning
Disgust,They look nauseated by food
Disgust,She feel nauseated again
Disgust,They feel disgusted by food
Disgust,They seem grossed by food
Disgust,He look disgusted this morning
Disgust,She feel disgusted right now
Disgust,I am sickened by food
Disgust,I look grossed right now
Disgust,She feel repulsed right now
Disgust,He feel nauseated again
Disgust,She am nauseated by food
Disgust,I feel nauseated this morning
Disgust,He feel sickened again
Disgust,She look grossed by food
Disgust,I seem disgusted this morning
Disgust,She look disgusted again
Disgust,She look sickened right now
Disgust,She look grossed again
Disgust,He seem repulsed this morning
Disgust,She look grossed right now
Disgust,I feel repulsed by food
Disgust,I feel sickened again
Disgust,He feel nauseated by food
Disgust,They feel nauseated again
Disgust,I look sickened by food
Disgust,They look sickened this morning
Disgust,I am disgusted right now
Disgust,He look repulsed right now
Disgust,He look repulsed today
Disgust,They look grossed this morning
Disgust,They seem disgusted today
Disgust,She feel nauseated by food
Disgust,I am grossed by food
Disgust,They am disgusted again
Disgust,She seem nauseated right now
Disgust,She look sickened by food
Disgust,He look nauseated again
Disgust,They seem nauseated right now
Disgust,He feel grossed again
Disgust,I feel repulsed right now
Disgust,She am nauseated right now
Disgust,She look disgusted today
Disgust,I look grossed again
Disgust,I am nauseated right now
Disgust,He feel nauseated again
Disgust,They look disgusted this morning
Disgust,He seem repulsed by food
Disgust,They feel repulsed by food
Disgust,They feel sickened today
Disgust,She feel disgusted right now
Disgust,I seem grossed this morning
Disgust,She feel sickened by food
Disgust,He feel disgusted today
Disgust,I feel disgusted by food
Disgust,He seem nauseated by food
Disgust,They am sickened by food
Disgust,I am grossed again
Disgust,He am disgusted right now
Disgust,They seem disgusted today
Disgust,They feel nauseated today
Disgust,She look disgusted this morning
Disgust,They feel disgusted today
Disgust,They seem nauseated today
Disgust,They seem grossed this morning
Disgust,He seem grossed right now
Disgust,They look grossed right now
Disgust,She feel grossed today
Disgust,I seem disgusted again
Disgust,They seem repulsed by food
Disgust,I seem repulsed right now
Disgust,I seem grossed today
Disgust,He feel sickened by food
Disgust,I seem repulsed by food
Disgust,They seem repulsed today
Disgust,I feel repulsed by food
Disgust,She am sickened by food
Disgust,They feel disgusted by food
Disgust,She feel nauseated today
Disgust,I look nauseated by food
Disgust,I seem sickened by food
Disgust,They look disgusted this morning
Disgust,I look repulsed by food
Disgust,They feel disgusted by food
Disgust,He feel nauseated today
Disgust,He seem sickened by food
Disgust,He look nauseated right now
Disgust,They seem grossed again
Disgust,I look nauseated today
Disgust,They seem grossed right now
Disgust,I feel nauseated today
Disgust,I feel grossed today
Disgust,They feel disgusted again
Disgust,She look grossed this morning
Disgust,I am grossed by food
Disgust,She look grossed by food
Disgust,She seem grossed today
Disgust,They am disgusted today
Disgust,I look grossed by food
Disgust,They seem repulsed again
Disgust,They feel sickened by food
Disgust,She feel disgusted again
Disgust,She feel repulsed right now
Disgust,They look repulsed right now
Disgust,They feel repulsed right now
Disgust,I am nauseated today
Disgust,I am disgusted by food
Disgust,He feel nauseated today
Disgust,I feel grossed by food
Disgust,She feel sickened by food
Disgust,She seem nauseated by food
Disgust,They look repulsed this morning
Disgust,I seem disgusted right now
Disgust,She seem repulsed this morning
Disgust,I seem grossed this morning
Disgust,He look repulsed again
Disgust,She seem repulsed again
Disgust,She am sickened right now
Disgust,I look grossed again
Disgust,They feel grossed this morning
Disgust,She feel disgusted by food
Disgust,She am repulsed this morning
Disgust,He look repulsed right now
Disgust,They look repulsed again
Disgust,I seem disgusted again
Disgust,He am disgusted today
Disgust,I feel grossed again
Disgust,They am repulsed right now
Disgust,I look disgusted again
Disgust,They seem sickened by food
Disgust,He look grossed again
Disgust,He am nauseated today
Disgust,I seem disgusted again
Disgust,I seem disgusted by food
Disgust,They seem disgusted again
Disgust,He feel disgusted by food
Disgust,He am nauseated today
Disgust,I seem grossed by food
Disgust,I seem sickened by food
Disgust,She feel disgusted by food
Disgust,They am disgusted right now
Disgust,I seem grossed by food
Disgust,I feel nauseated this morning
Disgust,He feel sickened again
Disgust,I am sickened again
Disgust,They seem repulsed right now
Disgust,They feel nauseated again
Disgust,They am grossed today
Disgust,I feel sickened today
Disgust,She seem repulsed right now
Disgust,He feel repulsed by food
Disgust,I am disgusted by food
Disgust,They am grossed today
Disgust,He feel disgusted again
Disgust,I am nauseated today
Disgust,She seem disgusted by food
Disgust,He seem disgusted today
Disgust,She seem sickened right now
Disgust,She look grossed again
Disgust,I seem disgusted by food
Disgust,I seem repulsed by food
Disgust,I feel disgusted this morning
Disgust,He am nauseated again
Disgust,She am grossed today
Disgust,She am disgusted by food
Disgust,They seem sickened by food
Disgust,He seem disgusted this morning
Disgust,She look repulsed again
Disgust,He seem grossed today
Disgust,I look disgusted today
Disgust,I feel repulsed this morning
Disgust,He feel repulsed today
Disgust,She am nauseated again
Disgust,They seem disgusted by food
Disgust,She seem sickened this morning
Disgust,He am nauseated by food
Disgust,She am disgusted again
Disgust,I seem grossed right now
Disgust,They am sickened today
Disgust,I am disgusted by food
Disgust,She feel disgusted by food
Disgust,They seem nauseated right now
Disgust,She seem nauseated this morning
Disgust,I look repulsed by food
Disgust,She am disgusted this morning
Disgust,I am nauseated today
Disgust,They seem sickened right now
Disgust,She look nauseated right now
Disgust,He am disgusted right now
Disgust,I feel sickened today
Disgust,They am disgusted this morning
Disgust,She look nauseated right now
Disgust,They look grossed today
Disgust,They look nauseated today
Disgust,He seem grossed this morning
Disgust,She feel repulsed by food
Disgust,They seem disgusted by food
Disgust,She am sickened today
Disgust,They look sickened right now
Disgust,She am disgusted this morning
Disgust,He feel sickened right now
Disgust,I am disgusted today
Disgust,I seem sickened this morning
Disgust,She look grossed by food
Disgust,She look nauseated this morning
Disgust,I am nauseated today
Disgust,She feel disgusted by food
Disgust,I seem repulsed right now
Disgust,I feel grossed this morning
Disgust,I look grossed this morning
Disgust,He seem repulsed by food
Disgust,He seem sickened again
Disgust,I look disgusted right now
Disgust,They feel sickened by food
Disgust,They look nauseated today
Disgust,They look nauseated this morning
Disgust,She am repulsed by food
Disgust,She am grossed today
Disgust,I feel disgusted right now
Disgust,He am disgusted today
Disgust,He look disgusted again
Disgust,I am repulsed this morning
Disgust,She look repulsed this morning
Disgust,She am disgusted by food
Disgust,They feel grossed again
Disgust,I am grossed this morning
Disgust,She seem sickened again
Disgust,I am nauseated again
Disgust,I seem repulsed this morning
Disgust,He look nauseated again
Disgust,He am repulsed again
Disgust,He seem disgusted right now
Disgust,They look repulsed today
Disgust,They am grossed this morning
Disgust,They seem repulsed this morning
Disgust,They look repulsed right now
Disgust,They feel sickened right now
Disgust,I am repulsed today
Disgust,He am sickened again
Disgust,They look sickened this morning
Disgust,He feel repulsed again
Disgust,They look disgusted again
Disgust,I feel repulsed this morning
Disgust,They seem sickened again
Disgust,She am disgusted by food
Disgust,She feel disgusted today
Disgust,She look disgusted by food
Disgust,He feel repulsed right now
Disgust,He am nauseated this morning
Disgust,He am repulsed by food
Disgust,I am disgusted today
Disgust,She feel repulsed this morning
Disgust,I feel sickened again
Disgust,I feel sickened today
Disgust,She seem nauseated right now
Disgust,They seem disgusted right now
Disgust,They look disgusted again
Disgust,I am grossed again
Disgust,They feel nauseated today
Disgust,She look repulsed today
Disgust,He feel disgusted again
Disgust,I seem grossed again
Disgust,He am nauseated today
Disgust,They seem disgusted by food
Disgust,She am nauseated by food
Disgust,They am disgusted again
Disgust,I seem disgusted today
Disgust,She seem grossed by food
Disgust,She seem nauseated again
Disgust,They am sickened this morning
Disgust,They seem disgusted today
Disgust,They am sickened again
Disgust,She seem sickened again
Disgust,I am grossed right now
Disgust,She am disgusted by food
Disgust,She feel grossed again
Disgust,She am repulsed this morning
Disgust,They seem disgusted by food
Disgust,I am disgusted right now
Disgust,She feel grossed by food
Disgust,They am grossed right now
Disgust,They seem sickened again
Disgust,They seem grossed again
Disgust,He seem grossed again
Disgust,She feel disgusted this morning
Disgust,I feel repulsed this morning
Disgust,He feel sickened right now
Disgust,They feel disgusted this morning
Disgust,I look repulsed again
Disgust,He am nauseated by food
Disgust,They feel sickened today
Disgust,He feel disgusted this morning
Disgust,He am grossed this morning
Disgust,He seem grossed right now
Disgust,She seem repulsed right now
Disgust,I feel disgusted today
Disgust,She am grossed again
Disgust,She look disgusted by food
Disgust,They seem sickened right now
Disgust,They seem disgusted by food
Disgust,He seem repulsed today
Disgust,They seem repulsed by food
Disgust,I am disgusted today
Disgust,She feel disgusted this morning
Disgust,She feel repulsed right now
Disgust,He am sickened this morning
Disgust,She feel sickened this morning
Disgust,I feel sickened right now
Disgust,They am disgusted again
Disgust,She look sickened today
Disgust,She look nauseated right now
Disgust,She look nauseated today
Disgust,They look sickened right now
Disgust,I am grossed again
Disgust,They look repulsed again
Disgust,He am grossed again
Disgust,He feel repulsed this morning
Disgust,She am nauseated today
Disgust,They feel nauseated today
Disgust,They feel disgusted again
Disgust,She am sickened right now
Disgust,They am nauseated by food
Disgust,I look disgusted right now
Disgust,He look repulsed again
Disgust,He am sickened again
Disgust,They look grossed today
Disgust,She feel sickened right now
Disgust,He feel disgusted today
Disgust,They seem grossed this morning
Disgust,I seem sickened today
Disgust,They feel disgusted today
Disgust,I feel sickened this morning
Disgust,She look disgusted by food
Disgust,They look disgusted right now
Disgust,She look repulsed today
Disgust,She feel disgusted today
Disgust,She seem sickened by food
Disgust,I am sickened right now
Disgust,He look grossed this morning
Disgust,She am disgusted this morning
Disgust,She feel disgusted again
Disgust,She seem nauseated this morning
Disgust,She seem grossed today
Disgust,He look grossed again
Disgust,He look sickened right now
Disgust,He seem nauseated this morning
Disgust,They look grossed by food
Disgust,She am nauseated right now
Disgust,She seem grossed right now
Disgust,They feel repulsed again
Disgust,He look sickened this morning
Disgust,They look disgusted today
Disgust,She look nauseated today
Disgust,I feel repulsed again
Disgust,He am disgusted again
Disgust,They am repulsed by food
Disgust,He look disgusted today
Disgust,They seem nauseated this morning
Disgust,I seem sickened again
Disgust,He seem grossed today
Disgust,They look repulsed today
Disgust,He feel grossed again
Disgust,He seem grossed by food
Disgust,They am nauseated by food
Disgust,I feel repulsed this morning
Disgust,He feel sickened right now
Disgust,They look disgusted again
Disgust,He seem sickened right now
Disgust,I am grossed again
Disgust,She feel disgusted again
Disgust,She seem repulsed by food
Disgust,He look nauseated right now
Disgust,I look sickened right now
Disgust,They look repulsed again
Disgust,He feel nauseated again
Disgust,They feel grossed right now
Disgust,I am disgusted right now
Disgust,She seem sickened right now
Disgust,She look repulsed right now
Disgust,She look sickened this morning
Disgust,She seem repulsed today
Disgust,He feel repulsed this morning
Disgust,She am nauseated today
Disgust,She seem nauseated this morning
Disgust,I seem sickened this morning
Disgust,I am disgusted by food
Disgust,I feel repulsed again
Disgust,He am grossed this morning
Disgust,He seem sickened by food
Disgust,She am disgusted again
Disgust,She am sickened today
Disgust,I seem grossed today
Disgust,I feel disgusted today
Disgust,I am nauseated this morning
Disgust,They feel nauseated this morning
Disgust,She am disgusted this morning
Disgust,I look nauseated today
Disgust,She feel nauseated today
Disgust,He seem disgusted this morning
Disgust,She seem disgusted right now
Disgust,I am sickened today
Disgust,I seem nauseated this morning
Disgust,She seem repulsed right now
Disgust,They seem repulsed today
Disgust,She look grossed this morning
Disgust,I look grossed this morning
Disgust,She am sickened again
Disgust,She look repulsed right now
Disgust,He look nauseated today
Disgust,I look nauseated today
Disgust,She am grossed right now
Disgust,I am grossed again
Disgust,He am sickened right now
Disgust,He look nauseated again
Disgust,They am nauseated by food
Disgust,I feel grossed again
Disgust,She feel sickened again
Disgust,They am nauseated today
Disgust,They seem sickened again
Disgust,I look sickened this morning
Disgust,I am grossed right now
Disgust,I am grossed today
Disgust,She feel disgusted again
Disgust,She seem grossed this morning
Disgust,She am grossed right now
Disgust,He seem repulsed today
Disgust,He look grossed again
Disgust,She seem grossed right now
Disgust,He am disgusted again
Disgust,They seem repulsed today
Disgust,I look disgusted again
Disgust,He seem repulsed again
Disgust,I feel repulsed today
Disgust,I seem disgusted this morning
Disgust,They look repulsed right now
Disgust,She am grossed by food
Disgust,He look grossed again
Disgust,She am nauseated right now
Disgust,They am grossed this morning
Disgust,He feel repulsed again
Disgust,He seem grossed right now
Disgust,They look grossed right now
Disgust,They feel repulsed today
Disgust,I am grossed again
Disgust,I am nauseated today
Disgust,They look nauseated by food
Disgust,I seem nauseated this morning
Disgust,He look grossed by food
Disgust,They look grossed this morning
Disgust,I look grossed right now
Disgust,She look disgusted right now
Disgust,He seem repulsed by food
Disgust,I look sickened by food
Disgust,They feel sickened today
Disgust,She seem nauseated by food
Disgust,They feel disgusted this morning
Disgust,I am grossed again
Disgust,She feel nauseated right now
Disgust,They look nauseated by food
Disgust,I am sickened this morning
Disgust,He seem sickened today
Disgust,I seem sickened right now
Disgust,She seem sickened this morning
Disgust,He am repulsed by food
Disgust,She am grossed right now
Disgust,She seem sickened right now
Disgust,He feel nauseated again
Disgust,They look nauseated again
Disgust,They feel nauseated this morning
Disgust,She am nauseated today
Disgust,I seem grossed by food
Disgust,I feel grossed this morning
